ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
7120,"Auchinlea Way,  G34 9JJ",Forecourt Garage,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7121,"Auchinlea Way,  G34 9JJ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7122,"Napier Street,  PA5 8SF",Forecourt Garage,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7123,"Napier Street,  PA5 8SF",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7124,"130 West North Street,  AB24 5AR",Forecourt Garage,Wm Morrison Supermarkets Plc,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
7125,"215 King Street,  AB24 5DA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
7126,"Gartlea Road,  ML6 9JL",Forecourt Garage,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7127,"Gartlea Road,  ML6 9JL",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7128,"Clackmannan Road,  FK10 1RQ",Forecourt Garage,Wm Morrison Supermarkets Plc,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
7129,"Clackmannan Road,  FK10 1RQ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
7130,"Dalmore Road,  IV17 0UY",Forecourt Garage,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7131,"Dalmore Road,  IV17 0UY",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7132,"Hume Street,  DD11 1UH",Forecourt Garage,Wm Morrison Supermarkets Plc,Angus,Tobacco And Nicotine Vapour Products,Active
7133,"Hume Street,  DD11 1UH",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Angus,Tobacco And Nicotine Vapour Products,Active
7134,"Castlehill Road,  KA7 2HT",Forecourt Garage,Wm Morrison Supermarkets Plc,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
7135,"Castlehill Road,  KA7 2HT",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
7136,"John Street,  ML4 1RJ",Forecourt Garage,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7137,"John Street,  ML4 1RJ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7138,"Glasgow Road,  G82 1QZ",Forecourt Garage,Wm Morrison Supermarkets Plc,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
7139,"Glasgow Road,  G82 1QZ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
7140,"Brooms Road,  DG1 2SH",Forecourt Garage,Wm Morrison Supermarkets Plc,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7141,"Brooms Road,  DG1 2SH",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7142,"Greenhill Road, Lindsayfield G75 9DE",Forecourt Garage,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7143,"Greenhill Road, Lindsayfield G75 9DE",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7144,"Macneish Way,  G74 4TT",Forecourt Garage,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7145,"Macneish Way,  G74 4TT",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7146,"Pilton Drive,  EH5 2HF",Forecourt Garage,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7147,"Pilton Drive,  EH5 2HF",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7148,"New Swanston,  EH10 7JA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7149,"Gilmerton Road,  EH17 7JQ",Forecourt Garage,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7150,"Gilmerton Road,  EH17 7JQ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7151,"4 Piersfield Terrace, Portbello Road EH8 7BQ",Forecourt Garage,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7152,"4 Piersfield Terrace, Portobello Road EH8 7BQ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7153,"Gyle Avenue, South Gyle Broadway EH12 9JU",Forecourt Garage,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7154,"Gyle Avenue, South Gyle Broadway EH12 9JU",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7155,"An Aird,  PH33 6AN",Forecourt Garage,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7156,"An Aird,  PH33 6AN",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7157,"Crow Road, Anniesland G13 1JD",Forecourt Garage,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7158,"Crow Road, Anniesland G13 1JD",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7159,"Ravenswood Road,  G69 7HU",Forecourt Garage,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7160,"Ravenswood Road,  G69 7HU",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7161,"Triangle Centre, Bishopbriggs G64 2TR",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,East Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
7162,"Bridge Street, Cambuslang G72 7EA",Forecourt Garage,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7163,"Bridge Street, Cambuslang G72 7EA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7164,"Riverford Road, Newlands G43 1PU",Forecourt Garage,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7165,"Riverford Road, Newlands G43 1PU",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7166,"Flemington Road,  KY7 5QF",Forecourt Garage,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7167,"Flemington Road,  KY7 5QF",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7168,"Rue end Street,  PA15 1EL",Forecourt Garage,Wm Morrison Supermarkets Plc,Inverclyde,Tobacco And Nicotine Vapour Products,Active
7169,"Rue end Street,  PA15 1EL",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Inverclyde,Tobacco And Nicotine Vapour Products,Active
7170,"Mart Street,  TD9 9NQ",Forecourt Garage,Wm Morrison Supermarkets Plc,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
7171,"Mart Street,  TD9 9NQ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
7172,"Milburn Road,  IV2 3PX",Forecourt Garage,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7173,"Milburn Road,  IV2 3PX",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Highland,Tobacco And Nicotine Vapour Products,Active
7174,"Blackhall Road,  AB51 4JP",Forecourt Garage,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7175,"Blackhall Road,  AB51 4JP",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7176,"Irvine Road,  KA30 8JT",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
7177," Neilston Road,  PA2 6QH",Forecourt Garage,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7178,"Falside Road,  PA2 6JE",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7179,"Caledonain Road,  PH1 5XD",Forecourt Garage,Wm Morrison Supermarkets Plc,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
7180,"Caledonain Road,  PH1 5XD",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
7181,"Hay Crescent,  AB42 1HH",Forecourt Garage,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7182,"Hay Crescent,  AB42 1HH",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7183,"Largo Road,  KY16 8PJ",Forecourt Garage,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7184,"Largo Road,  KY16 8PJ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7185,"Kilwinning Road,  KA20 3DE",Forecourt Garage,Wm Morrison Supermarkets Plc,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
7186,"Kilwinning Road,  KA20 3DE",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
7187,"Munro Road, Springkerse FK7 7UU",Forecourt Garage,Wm Morrison Supermarkets Plc,Stirling,Tobacco And Nicotine Vapour Products,Active
7188,"Munro Road, Springkerse FK7 7UU",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Stirling,Tobacco And Nicotine Vapour Products,Active
7189,"London Road,  DG9 8ES",Forecourt Garage,Wm Morrison Supermarkets Plc,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7190,"London Road,  DG9 8ES",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7191,"Dukes Road,  KA10 6QR",Forecourt Garage,Wm Morrison Supermarkets Plc,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
7192,"Dukes Road,  KA10 6QR",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
7193,"Kirk Road,  ML2 7BJ",Forecourt Garage,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7194,"Kirk Road,  ML2 7BJ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7195,"Titwood Road, Crossmyloof G41 4DA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7196,"Merkland Court,  G11 6BZ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7197,"Carmondean Centre,  EH54 8BT",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,West Lothian,Tobacco And Nicotine Vapour Products,Active
7198,"2 Linkston Way,  EH48 2XN",Forecourt Garage,Wm Morrison Supermarkets Plc,West Lothian,Tobacco And Nicotine Vapour Products,Active
7199,"2 Linkston Way,  EH48 2XN",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,West Lothian,Tobacco And Nicotine Vapour Products,Active
7200,"Bridgwater Shopping Centre,  PA8 7AA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7201,"Main Street,  KY4 9QW",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7202,"42 John Street,  PA23 8BJ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
7203,"Vincents Place,  ML11 7LA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7204,"14 Eskbank Road,  EH22 1HQ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Midlothian,Tobacco And Nicotine Vapour Products,Active
7205,"5 Barrack Street,  G4 0TZ",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7206,"439 Esplanade,  KY1 1SL",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7207,"439 Esplanade, ,,  KY1 1SL",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Fife,Tobacco And Nicotine Vapour Products,Active
7208,"North Deeside Road,  AB31 5YR",Forecourt Garage,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7209,"North Deeside Road,  AB31 5YR",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7210,"Fenwick Road, Giffnock G46 6AA",Forecourt Garage,Wm Morrison Supermarkets Plc,East Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7211,"Fenwick Road, Giffnock G46 6AA",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,East Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7212,"Glasgow Road, Whins of Milton FK7 8HQ",Forecourt Garage,Morrisons Garage Ltd,Stirling,Tobacco And Nicotine Vapour Products,Inactive
7213,"Whins of Milton,  FK7 8HQ",Forecourt Garage,Morrisons Garage Limited,Stirling,Tobacco And Nicotine Vapour Products,Inactive
7214,"Units 1&2, , Raith Centre KY4 8LW",Supermarket and Other Retail Outlets,Wm Morrison Supermarkets Plc,Fife,Nicotine Vapour Products Only,Active
7215,"The Square, Oldmeldrum AB51 0DS",Hotel,R&L Philip T/A Morris's Hotel,Aberdeenshire,Tobacco Only,Active
7216,"85 charleston drive, menzieshill DD2 2HB",Confectionary / Tobacconist / Newsagents,mortali newsagents,Dundee City,Tobacco And Nicotine Vapour Products,Active
7217,"38 Mortonhall Gate, Frogston Road East EH16 6TJ",Off-Licence,Meadowhead Ltd,Edinburgh City,Tobacco Only,Active
7218,"morvern avenue,  KA3 1NQ",Other Catering,Tiger Bites,East Ayrshire,Tobacco Only,Active
7219,"254 GREAT WESTERN ROAD, WOODLANDS G43 2DT",Convenience Store,MO'S 24 HR STORE,Glasgow City,Tobacco Only,Active
7220,"293 HILLTOWN,  DD3 7AQ",Convenience Store,BA RETAIL LTD,Dundee City,Tobacco Only,Inactive
7221,"Foxton Drive, GLENROTHES KY7 4UZ",Public House,BELHAVEN LEASED PUBS,Fife,Tobacco Only,Active
7222,"843 Govan Road,  G51 3DL",Convenience Store,Mo's News,Glasgow City,Tobacco Only,Active
7223,"mosingh,  AB11 1CD",Restaurant,mosingh,Scottish Borders,Tobacco Only,Active
7224,"200 Bath Street,  G2 4HG",Public House,Chain Reaction Ents Ltd,Glasgow City,Tobacco Only,Active
7225,"8 moss road, lenzie G66 4HY",Convenience Store,moss general store,East Dunbartonshire,Tobacco Only,Active
7226,"6 Moss Road, Lenzie G66 4HY",Convenience Store,Moss Road Newsagaents,East Dunbartonshire,Tobacco Only,Active
7227,"Mossbank,  ZE2 9RB",Entertainment Venue,Mossbank Public Hall,Shetland Islands,Tobacco Only,Inactive
7228,"North lea,  ZE2 9RB",Convenience Store,delting site services Ltd,Shetland Islands,Tobacco And Nicotine Vapour Products,Active
7229,"MOSSGREEN CONVENIENCE STORE, 1 MOSSGREEN KY4 8BU",Convenience Store,Kilmartin williams,Fife,Tobacco And Nicotine Vapour Products,Active
7230,"1 Mossgreen, Crossgates KY4 8BU",Convenience Store,Mossgreen Store,Fife,Tobacco Only,Inactive
7231,"Mosshall service station, 55 West Main Street, Blackburn EH47 7LX",Forecourt Garage,Malik Petroleum Ltd,West Lothian,Tobacco And Nicotine Vapour Products,Active
7232,"Mosshead General Stores, 4 Mosshead Road, Bearsden G61 3EP",Convenience Store,Mosshead CDW LTD,East Dunbartonshire,Tobacco Only,Active
7233,"198 Mosspark Drive,  G52 1JS",Convenience Store,Mosspark Newsagent + Marina Mini Market,Glasgow City,Tobacco Only,Active
7234,"Usave, 198 Mosspark Drive G52 1JS",Confectionary / Tobacconist / Newsagents,Mosspark newsagents,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7235,"Main Road, Mosstodloch  IV32 7LH",Forecourt Garage,Mosstodloch Service Station,Moray,Tobacco And Nicotine Vapour Products,Active
7236,"31 dewhurst rd,  BL2 3NF",Mobile Trade,mother hen sweetie den,"Dumfries and Galloway, Scottish Borders",Tobacco Only,Active
7237,"5 Blairlinn road, Blairlinn industrial estate G67 2KT",Other Catering,D&L catering,North Lanarkshire,Tobacco Only,Active
7238,"B & M Bargains Ltd, 54 Brandon Parade South ML1 1RB",Other Retail,B&M RETAIL,North Lanarkshire,Nicotine Vapour Products Only,Active
7239,"91 airbles road motherwell,  ML1 2TJ",Forecourt Garage,Al Muhymin and c/o limited,North Lanarkshire,Tobacco Only,Active
7240,"91 Airbles Road,  ML1 2TN",Forecourt Garage,Motherwell Petroleum Services Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7241,"44 niddrie mains road,  EH16 4BG",Convenience Store,motiya variety corner,Edinburgh City,Tobacco Only,Inactive
7242,"Moto Kinross Motorway Services, M90 J6 KY13 0NQ",Forecourt Garage,Moto Hospitality Ltd,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
7243,"Moto Stirling Motorway Services, PIRNHALL FK7 8EU",Forecourt Garage,Moto Hospitality Ltd,Stirling,Tobacco And Nicotine Vapour Products,Active
7244,"Moto Kinross Motorway Services, M90 J6 KY13 0NQ",Other Retail,Moto Hospitality Ltd,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
7245,"Moto Stirling Motorway Services, PIRNHALL FK7 8EU",Other Retail,Moto Hospitality Ltd,Stirling,Tobacco And Nicotine Vapour Products,Active
7246,"90, St. Kilda Crescent KY2 6DP",Other Retail,envy tattoo studio,Fife,Tobacco And Nicotine Vapour Products,Active
7247,"40. MOUNT BLOW ROAD, CLYDEBANK G81 4NL",Convenience Store,MOUNT BLOW SUPER STORE,West Dunbartonshire,Tobacco Only,Active
7248,"22 drumcavel road,  G69 8DB",Off-Licence,Mount Ellen Store,North Lanarkshire,Tobacco Only,Inactive
7249,"5 drumcavel road, Mount Ellen G69 8DB",Convenience Store,New mr Singh ltd,North Lanarkshire,Tobacco Only,Inactive
7250,"10, Mount Pleasant Street, Greenock, Renfrewshire PA15 4DD",Confectionary / Tobacconist / Newsagents,Mount Pleasant Store,Inverclyde,Tobacco Only,Inactive
7251,"5 Drumcavel Road, Gartcosh G69 8DB",Convenience Store,Amanpreet Singh,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7252,"Mountfleurie Street, Leven KY8 4AF",Convenience Store,HMR Stores,Fife,Tobacco And Nicotine Vapour Products,Active
7253,"29 mounthooly,  AB24 3NN",Confectionary / Tobacconist / Newsagents,mounthooly newsagent limited,Aberdeen City,Tobacco Only,Inactive
7254,"Mounthooley Sports Bar, 70 Hutcheon Street AB25 3TB",Public House,m.s.b [aberdeen] Ltd,Aberdeen City,Tobacco Only,Active
7255,"18b Glasgow road,  G76 0JQ",Other Retail,C&M Kerr (wholesaler),East Renfrewshire,Tobacco Only,Active
7256,"11-13 Westwood Square, Westwood G75 8JQ",Other Catering,Mr Chipz,South Lanarkshire,Tobacco Only,Inactive
7257,"97 High Street,  EH33 1LW",Other Catering,Mr Crollas Take Away,East Lothian,Tobacco Only,Active
7258,"Traill Street,  KW14 8EG",Public House,Simon Collier t/a Mr C's,Highland,Tobacco And Nicotine Vapour Products,Active
7259,"139 Main Street,  EH37 5PT",Confectionary / Tobacconist / Newsagents,Mr John Singh,Midlothian,Tobacco Only,Active
7260,"134 lumphinnans road,  KY5 9AT",Other Catering,mr mac chippy ,Fife,Tobacco And Nicotine Vapour Products,Active
7261,"65 Main Street,  KY5 9AF",Confectionary / Tobacconist / Newsagents,Mr Mac's Ltd,Fife,Tobacco Only,Inactive
7262,"2 Station Road,  KY5 9QW",Mobile Trade,Mr Mac's Ltd,Fife,Tobacco Only,Active
7263,"133 Lothian Road,  EH3 9AB",Public House,Cherwell Tobacco,Edinburgh City,Tobacco Only,Inactive
7264,"135 Main Street Camelon ,  FK1 4DS",Other Retail,Mr motivapor,Falkirk,Nicotine Vapour Products Only,Active
7265,"17 King Street,  EH48 1NU",Other Retail,Mr Motivapor Ltd,West Lothian,Nicotine Vapour Products Only,Active
7266,"old hermitage, haugh of urr DG7 3LQ",Mobile Trade,mr m's ices and essentials,Dumfries and Galloway,Tobacco Only,Active
7267,"45 Galloway Street,  DG2 7TH",Confectionary / Tobacconist / Newsagents,Mr News,Dumfries and Galloway,Tobacco Only,Active
7268,"540 SAUCHIEHALL STREET,  G2 3LX",Confectionary / Tobacconist / Newsagents,mn scotland limited,Glasgow City,Tobacco Only,Active
7269,"75 Renfield Street,  G2 1LP",Confectionary / Tobacconist / Newsagents,Mr News,Glasgow City,Tobacco Only,Active
7270,"31 Eastside,  G66 1QA",Confectionary / Tobacconist / Newsagents,Mr News,East Dunbartonshire,Tobacco Only,Active
7271,"108-112 Friars Vennel,  DG1 2RE",Convenience Store,Mr News,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7272,"Kof Convenience, 2056 Dumbarton Road G14 0HT",Convenience Store,kof convenience store,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7273,"20, flaming avenue G53 1AJ",Hotel,az&bbq,Glasgow City,Tobacco Only,Active
7274,"20A Fleming Avenue,  G81 1AJ",Other Catering,Masala twist,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
7275,"15 redhills view,  G66 7BL",Mobile Trade,capogelato,"East Dunbartonshire, Glasgow City",Tobacco Only,Active
7276,"Mr. Ohm Shop, 15 Bridge Street KY12 8AQ",Other Retail,MER (Scotland) Limited,Fife,Nicotine Vapour Products Only,Active
7277,"75 Main Street, Coatbridge ML5 3EH",Convenience Store,Mr.News limited,North Lanarkshire,Tobacco Only,Active
7278,"1345 Springburn Rd, Glasgow G21 1LZ",Forecourt Garage,Malthurst Petroleum,Glasgow City,Tobacco Only,Active
7279,"13H5 Springburn Road,  G21 1UU",Forecourt Garage,MRH Retail,Glasgow City,Tobacco Only,Active
7280,"21-23 Barclay Place,  EH10 4HW",Forecourt Garage,Stuffs24 Retail,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
7281,"1 Belziehill Road, Bellshill ML4 3JG",Forecourt Garage,Malthurst Petroleum,North Lanarkshire,Tobacco Only,Inactive
7282,"1 Belziehill Road,  ML4 3PD",Forecourt Garage,Spruce Retail Fuels Ltd,North Lanarkshire,Tobacco Only,Inactive
7283,"North Road,  PH33 6TQ",Forecourt Garage,Malthurst Petroleum,Highland,Tobacco Only,Inactive
7284,"North Road, Fort William PH33 6TQ",Forecourt Garage,Kathryn Masson & KMBSS (Ben Service Station),Highland,Tobacco Only,Inactive
7285,"Wellheads Road, Farburn Industrial Estate AB21 7HG",Forecourt Garage,RK Retail Ltd,Aberdeen City,Tobacco Only,Inactive
7286,"British Petroleum Co plc, Gretna Service Area DG16 5HQ",Forecourt Garage,kdservices,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7287,"BP Imperial, 1 Regent PA15 4TH",Forecourt Garage,AR Private Limited,Inverclyde,Tobacco Only,Inactive
7288,"661-677 King Street,  AB24 1SD",Forecourt Garage,AKG Retail Ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
7289,"Ellon Rd, Bridge of Don,  AB23 8BA",Forecourt Garage,Malthurst Petroleum,Aberdeen City,Tobacco Only,Inactive
7290,"Ellon Road,  AB23 8BA",Forecourt Garage,CS (PVT) ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
7291,"91 Burnbank Road,  ML3 9AN",Forecourt Garage,Anaghaa Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Inactive
7292,"239 Stonelaw Road,  G73 3RJ",Forecourt Garage,Shamini Logendran,South Lanarkshire,Tobacco Only,Inactive
7293,"BP Service Station, 241 Stonelaw Road, Rutherglen G73 3RJ",Forecourt Garage,MRH Burnside ,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7294,"215 Merry Street, Motherwell ML1 1LN",Other Retail,Malthurst Ltd,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7295,"87 Stewartson Street,  ML8 5BY",Forecourt Garage,Sri Sai Ltd.,South Lanarkshire,Tobacco Only,Inactive
7296,"Carmondean Center Road,  EH54 8PT",Forecourt Garage,Aadya Forecourts ltd,West Lothian,Tobacco And Nicotine Vapour Products,Active
7297,"Carron Road,  FK2 7SW",Forecourt Garage,Malthurst Petroleum,Falkirk,Tobacco Only,Inactive
7298,"Esso Service Station, Carron Road FK2 7SW",Forecourt Garage,G.T. Station Retail,Falkirk,Tobacco Only,Inactive
7299,"33 Coatbank Street, Coatbridge ML5 3SP",Forecourt Garage,Malthurst Petroleum,North Lanarkshire,Tobacco Only,Active
7300,"33 Coatbridge Street,  ML5 3SP",Forecourt Garage,Spruce Retail Fuels Ltd,North Lanarkshire,Tobacco Only,Active
7301,"Craigs Roundabout, Stirling FK7 7NU",Forecourt Garage,Malthurst Petroleum,Stirling,Tobacco Only,Inactive
7302,"Craigs Roundabout,  FK7 7NG",Forecourt Garage,Stuffs24 Retail,Stirling,Tobacco And Nicotine Vapour Products,Active
7303,"90 Dean Road,  EH51 0DL",Forecourt Garage,Stuffs24 Retail,Falkirk,Tobacco And Nicotine Vapour Products,Active
7304,"Maxwell Street, Dalbeattie DG5 4AH",Forecourt Garage,Malthurst Petroleum,Dumfries and Galloway,Tobacco Only,Active
7305,"7 Maxwell Street,  DG5 4AH",Forecourt Garage,Maxwells Cabs Ltd,Dumfries and Galloway,Tobacco Only,Active
7306,"377 Dalmarnock Rd, Glasgow G40 4TY",Forecourt Garage,Malthurst Petroleum,Glasgow City,Tobacco Only,Active
7307,"377 Dalmarnock Road, Dalmarnock G40 4TU",Forecourt Garage,RCL Fuel,Glasgow City,Tobacco Only,Active
7308,"Dirleton Road, North Berwick EH39 5DF",Forecourt Garage,Malthurst Petroleum,East Lothian,Tobacco And Nicotine Vapour Products,Active
