ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
6891,"Merlin Park Filling Station, Mauchline Road, Auchinleck KA18 2BJ",Forecourt Garage,Merlin Park Service Station,East Ayrshire,Tobacco Only,Inactive
6892,"118 Merry Street,  ML1 1NA",Other Catering,C7 Trading Limited,North Lanarkshire,Tobacco Only,Active
6893,"High Street,  FK15 0AD",Confectionary / Tobacconist / Newsagents,Messrs George S Meldrum,Stirling,Tobacco Only,Active
6894,"285 Methilhaven Road, Methilhaven KY8 3HP",Convenience Store,The Co-operative Group Food Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
6895,"The Garage, Methlick AB41 7DS",Forecourt Garage,Methlick Motors Ltd,Aberdeenshire,Tobacco Only,Active
6896,"46 Main Street, Methven PH1 3PU",Convenience Store,Methven Convenience Store,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
6897,"43-45, Main Street PH1 3PS",Convenience Store,Catherine Scott t/a Methven Post Office,Perth and Kinross,Tobacco Only,Active
6898,"Merchant Square, Candleriggs G1 1LE",Entertainment Venue,Metropolitan Cocktail Bar and Restaurant,Glasgow City,Tobacco Only,Active
6899,"35 Lauchope Street, Chapelhall ML6 8SW",Mobile Trade,Globetrotter Ices Limited,"Fife, North Lanarkshire, West Lothian",Tobacco Only,Active
6900,"49-51 London Street,  EH3 6LX",Public House,Mezz Bar,Edinburgh City,Tobacco Only,Active
6901,"59 BYRES ROAD, PARTICK G11 5RG",Confectionary / Tobacconist / Newsagents,MF NEWSAGENTS,Glasgow City,Tobacco Only,Active
6902,"Edinburgh Road,  TD8 6EB",Forecourt Garage,MFG,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
6903,"Costcutter Supermarket, 21-23 Barclay Place EH10 4HW",Forecourt Garage,AMS Barclay ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
6904,"Ben Service Station, North Road PH33 6TQ",Forecourt Garage,AA pertroleum,Highland,Tobacco And Nicotine Vapour Products,Active
6905,"BP Express Shopping Ltd, Napier Filling Station, 382 Calder Road EH11 4AS",Forecourt Garage,And retail limited,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
6906,"690 Clarkston Road,  G44 3YR",Forecourt Garage,K Retail Limited,"East Renfrewshire, Glasgow City",Tobacco And Nicotine Vapour Products,Active
6907,"Mayfield Road, Easthouses EH22 4DN",Forecourt Garage,Dammika store,Midlothian,Tobacco And Nicotine Vapour Products,Active
6908,"519 Garscube Road ,  G20 7LD",Forecourt Garage,AR PRIVATE LIMITED ,Glasgow City,Tobacco And Nicotine Vapour Products,Active
6909,"Windmill Service Station, 109 Queensferry Road EH4 3HL",Forecourt Garage,And retail limited,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
6910,"77 Ferry Road,  EH6 4AQ",Forecourt Garage,Thileepan Veeravaku,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
6911,"Littlestane Road,  KA11 2DJ",Forecourt Garage,Ranjan Sinnathamby,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
6912,"BP Connect, Whitecart Road, Glasgow Airport, Abbotsinch PA3 2TH",Forecourt Garage,Shamini Akilan Logendran ,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
6913,"linlithgow Road, Winchburgh EH52 6BX",Forecourt Garage,Kanagasnigam Kamalaseelan,West Lothian,Tobacco And Nicotine Vapour Products,Active
6914,"ESSO, 785 Great Northern Road AB24 2BT",Other Retail,SYPS Aberdeen Ltd,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
6915,"Birchlea, Old Craighall EH21 8SA",Forecourt Garage,And retail limited,East Lothian,Tobacco And Nicotine Vapour Products,Active
6916,"Esso, 9 Hamilton Road G32 9QD",Forecourt Garage,K C SERVICE STATION,Glasgow City,Tobacco And Nicotine Vapour Products,Active
6917,"Old Coach Road,  G74 4AT",Forecourt Garage,Wellington Service Station LTD,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
6918,"Road To the Isles, North Road PH33 6TQ",Forecourt Garage,AA pertroleum,Highland,Tobacco And Nicotine Vapour Products,Active
6919,"Bridge St.,  KY16 9EX",Forecourt Garage,Tanuja Kuruparan,Fife,Tobacco And Nicotine Vapour Products,Inactive
6920,"1 Stenhouse Road,  EH11 3LW",Forecourt Garage,Thileepan Veeravaku,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
6921,"Esso Wemyssfield,  KY1 1YB",Forecourt Garage,SHEDBAL'S RETAIL LTD,Fife,Tobacco And Nicotine Vapour Products,Active
6922,"89 Main Street,  KA25 7AA",Convenience Store,MG Licenced Grocers,North Ayrshire,Tobacco Only,Active
6923,"100E SAUGHTON ROAD NORTH,  EH12 7JN",Confectionary / Tobacconist / Newsagents,mhl newsagents,Edinburgh City,Tobacco Only,Active
6924,"STATION BUILDINGS, SOUTH CARBRAIN ROAD G67 2PL",Convenience Store,CUMBERNAULD GROCERS,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
6925,"2/1, 49 Nithsdale Road, Strathbungo G41 2AJ",Other Retail,BetterVape Ltd,Glasgow City,Nicotine Vapour Products Only,Active
6926,"26 Chapel Street, peterhead,  AB42 1TL",Convenience Store,Peterhead Snooker Co Ltd,Aberdeenshire,Tobacco Only,Inactive
6927,"Brae,  ZE2 9QJ",Public House,Mid Brae Inn,Shetland Islands,Tobacco Only,Active
6928,"3 Main Street, Midcalder EH53 0AN",Confectionary / Tobacconist / Newsagents,Mid Calder Post Office,West Lothian,Tobacco Only,Active
6929,"13 Lossie Wynd,  IV30 1PU",Public House,Midas,Moray,Tobacco Only,Active
6930,"middlefield stores, 38,york street FK2 9EW",Convenience Store,AM DEliveries Ltd,Falkirk,Tobacco Only,Inactive
6931,"38 york street,  FK2 9EW",Convenience Store,middlefeild stores 2014 ltd,Falkirk,Tobacco Only,Inactive
6932,"38 York Street,  FK2 9EW",Convenience Store,Middlefield stores,Falkirk,Tobacco And Nicotine Vapour Products,Active
6933,"69 Easter Road,  EH7 5PW",Public House,Cherwell Tobacco,Edinburgh City,Tobacco Only,Active
6934,"Midlothian Vape Shop, 138 Main Street, Newtongrange EH22 4PF",Other Retail,Midlothian Vape Shop,Midlothian,Nicotine Vapour Products Only,Active
6935,"177 midstocket road,  AB15 5LH",Confectionary / Tobacconist / Newsagents,midstocket stores,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
6936,"36 midton street, springburn G21 4RR",Confectionary / Tobacconist / Newsagents,Midton Street Newsagents,Glasgow City,Tobacco Only,Active
6937,"Hillend,  ZE2 9BJ",Sports Club,Midyell Boating Club,Shetland Islands,Tobacco Only,Active
6938,"17 clifton road,  IV31 6DJ",Convenience Store,mieles of lossie,Moray,Tobacco And Nicotine Vapour Products,Active
6939,"10 WALLACE STREET, RUTHERGLEN G73 2SA",Confectionary / Tobacconist / Newsagents,MILL ST NEWS,South Lanarkshire,Tobacco Only,Inactive
6940,"1 Millhaugh Lane, Mill Road EH48 4BH",Convenience Store,Mill Superstore,West Lothian,Tobacco Only,Active
6941,"3-4 hopefield park,  EH19 2NE",Confectionary / Tobacconist / Newsagents,millar news,Midlothian,Tobacco And Nicotine Vapour Products,Active
6942,"1a Millburn Road, Alexandria G83 0BA",Confectionary / Tobacconist / Newsagents,Millburn Store,West Dunbartonshire,Tobacco Only,Inactive
6943,"Millburn Stores, 1A Millburn Road G83 0BA",Convenience Store,Brae Shop,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
6944,"24 Mill Street, Rutherglen G73 2NE",Public House,"Belhaven Pubs, (A division of Greene Brewing & Retailing Ltd)",South Lanarkshire,Tobacco Only,Inactive
6945,"The Millcroft Hotel, Strath IV21 2BT",Hotel,millcroft partnership,Highland,Tobacco Only,Inactive
6946,"40 George Square,  G2 1DS",Hotel,Archyield Ltd Millennium hotel Glasgow,Glasgow City,Tobacco Only,Active
6947,"new road, kennoway KY8 5JS",Convenience Store,millerfield stores kennoway ltd,Fife,Tobacco And Nicotine Vapour Products,Inactive
6948,"Millerfield Store, New Road, Kennoway KY8 5JS",Convenience Store,Ramzans Kennoway Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
6949,"7, Cramond terrace G32 0PE",Public House,Millers bar,Glasgow City,Tobacco Only,Active
6950,"10 MAIN ST,  KA24 5DH",Convenience Store,MILLERS STORE,North Ayrshire,Tobacco Only,Active
6951,"128 Ferguslie Main Road,  PA1 2XP",Convenience Store,Millerston Dairy,Renfrewshire,Tobacco Only,Active
6952,"1763 cumbernauld road,  G33 1AA",Convenience Store,kuldiphe singh,Glasgow City,Tobacco Only,Active
6953,"2b millgate road,  ML3 8JQ",Convenience Store,Millgate Food and Wine,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
6954,"2 Partick Bridge Street, GLASGOW G11 6PN",Public House,BELHAVEN LEASED PUBS,Glasgow City,Tobacco Only,Active
6955,"4 Dean Street,  KA3 5EQ",Hotel,Firm of the Millhouse Hotel,East Ayrshire,Tobacco Only,Active
6956,"99 Millknowe, Campbeltown PA28 6NJ",Convenience Store,Millknowe Stores,Argyll and Bute,Tobacco Only,Inactive
6957,"22/24 Guildford Street,  KA28 0AB",Convenience Store,A & M Dobbin Ltd,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
6958,"Pickaquoy Road, Kirkwall KW15 1SD",Forecourt Garage,Highland Fuels Ltd,Orkney Islands,Tobacco Only,Active
6959,"Highland Fuels Ltd , Pickaquoy KW15 1RP",Forecourt Garage,Highland Fuels Ltd,Orkney Islands,Tobacco And Nicotine Vapour Products,Active
6960,"23, Armadale Court G31 3EX",Convenience Store,Milnbank News Ltd,Glasgow City,Tobacco Only,Active
6961,"35 Hanover Street,  EH2 2PJ",Public House,Spirit Pub Company (Inns) Limited,Edinburgh City,Tobacco Only,Active
6962,"VYPE STORE, 12 DOUGLAS STREET G62 6PB",Other Retail,Nicoventures Retail limited t/a VIP ,East Ayrshire,Nicotine Vapour Products Only,Active
6963,"42, Glasgow road G62 6AJ",Forecourt Garage,Madhuvappan Krishnan,East Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
6964,"Milngavie Golf Club, Laighpark G62 8EP",Sports Club,Milngavie Golf Club,East Dunbartonshire,Tobacco Only,Active
6965,"68 strathblane road,  G62 8DH",Convenience Store,milngavie mini-market,East Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
6966,"19 Station Road,  G62 8PG",Supermarket and Other Retail Outlets,The Original Factory Shop,East Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
6967,"7 Westray Circus, Milton G22 7BE",Convenience Store,Milton Convenience Store,Glasgow City,Tobacco And Nicotine Vapour Products,Active
6968,"6A Milton Road West,  EH15 1LF",Other Catering,Milton Quality Foods Ltd,Edinburgh City,Tobacco Only,Active
6969,"13-15 HIGH STREET  MILTON,  KA25 7HW",Convenience Store,"MILTON, NEWS FOOD & WINE",North Ayrshire,Tobacco And Nicotine Vapour Products,Active
6970,"Antermony Road, Milton of Campsie G66 8DB",Convenience Store,The Co-operative Group Food Ltd,East Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
6971,"Milton of Fonab Caravan Park, Bridge Road PH16 5NA",Convenience Store,Milton of Fonab Caravan Park,Perth and Kinross,Tobacco Only,Active
6972,"4-4A Milton Road West,  EH15 1LF",Convenience Store,The Chaand Company Limited,Edinburgh City,Tobacco Only,Inactive
6973,"Post Office, 4-, 4A Milton Road West EH15 1LF",Convenience Store,The Chaand Company Ltd ,"Edinburgh City, Midlothian",Tobacco And Nicotine Vapour Products,Active
6974,"145 Scaraway Street, Milton G22 7EU",Convenience Store,Milton Self Service,Glasgow City,Tobacco Only,Active
6975,"39 SKERRAY STREET,  G22 7PY",Confectionary / Tobacconist / Newsagents,VOITURETTE,Glasgow City,Tobacco Only,Active
6976,"10b milton road west,  EH15 1NE",Convenience Store,milton stores,Edinburgh City,Tobacco Only,Inactive
6977,"Drovers Way, Milton IV18 0PT",Convenience Store,Milton Stores,Highland,Tobacco Only,Active
6978,"7 North Methven Street,  PH1 5PN",Convenience Store,AUSK LTD,Perth and Kinross,Tobacco And Nicotine Vapour Products,Inactive
6979,"6, LOWER ACHAGOYLE PA32 8YD",Convenience Store,THE VILLAGE STORE,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
6980,"Minas, 7 North Methven Street PH1 5PN",Convenience Store,Stop&shop Grocers Ltd,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
6981,"581, alexander parade G31 3DB",Convenience Store,Mindys,Glasgow City,Tobacco Only,Active
6982,"1179 shettleston Road,  G32 7NB",Convenience Store,Mindys Mini Mart,Glasgow City,Tobacco Only,Active
6983,"1-2 Kingsport Avenue,  EH54 6BA",Other Catering,Minerva Food Bar,West Lothian,Tobacco Only,Active
6984,"75 NORTH ROAD,  ML4 1QZ",Off-Licence,MINI EXPRESS LIMITED,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
6985,"122 albert street,  DD4 6QN",Other Retail,mini fruit market,Dundee City,Tobacco Only,Inactive
6986,"120 Longate, Peterhead AB42 1JJ",Convenience Store,Mini Market,Aberdeenshire,Tobacco Only,Inactive
6987,"19 Cambuslang Road, Rutherglen G73 1AP",Confectionary / Tobacconist / Newsagents,James Coull,South Lanarkshire,Tobacco And Nicotine Vapour Products,Inactive
6988,"73 corsewall street,  ML5 1RD",Convenience Store,mini market,North Lanarkshire,Tobacco Only,Active
6989,"1 LONDON ROAD,  EH7 5AP",Convenience Store,MINI MARKET,Edinburgh City,Tobacco Only,Inactive
6990,"3 Clarence Street,  PA1 1PR",Convenience Store,Mini Market,Renfrewshire,Tobacco Only,Inactive
6991,"15 tay walk, craigshill EH54 5AQ",Off-Licence,mini market,West Lothian,Tobacco Only,Active
6992,"59 westmuire street, Parkhead G31 5EL",Convenience Store,Mini market groceries,Glasgow City,Tobacco Only,Active
6993,"44 Magdalene Drive,  EH15 3DZ",Convenience Store,U-Save - J & N Discount Store ,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
6994,"19 Hill Street ,  ML2 7AT",Confectionary / Tobacconist / Newsagents,Wishaw MiniMarket Ltd,North Lanarkshire,Tobacco Only,Active
6995,"547-549 Maryhill Road,  G20 7UJ",Convenience Store,Mini Market,Glasgow City,Tobacco Only,Active
6996,"170 Darnley Street,  G41 2LL",Convenience Store,mini market ( Pollokshields) ltd ,Glasgow City,Tobacco And Nicotine Vapour Products,Active
6997,"6-8 Chapel Street, Rutherglen G73 1JE",Confectionary / Tobacconist / Newsagents,Mini Market,South Lanarkshire,Tobacco Only,Active
6998,"59 westmuire street, Parkhead G31 5EL",Convenience Store,Mini market groceries,Glasgow City,Tobacco Only,Active
6999,"59 westmuire street, Parkhead G31 5EL",Convenience Store,Mini market groceries,Glasgow City,Tobacco Only,Active
7000,"35 Skerray Street, Milton G22 7PY",Convenience Store,Mini Mart,Glasgow City,Tobacco Only,Active
7001,"480-482 St Vincent Street, Anderston G3 8XU",Convenience Store,Ahmed Glasgow Ltd,Glasgow City,Tobacco Only,Active
7002,"15 quakerfield bannockburn, stirling FK7 8JA",Convenience Store,mini market quakerfield,Stirling,Tobacco And Nicotine Vapour Products,Active
7003,"29-31, whitehill street G31 2LW",Convenience Store,minimart,Glasgow City,Tobacco Only,Active
7004,"86 Main street Cambuslang,  G72 7EP",Convenience Store,Minimart Bargain News Store,South Lanarkshire,Tobacco Only,Active
7005,"24 MAIN ROAD, MINISHANT KA19 8EU",Convenience Store,MINISHANT GENERAL STORE,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
7006,"Mintlaw Industrial Estate, Off Station Road, Mintlaw AB42 5EE",Convenience Store,The Co-operative Group Food Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
7007,"south street, mintlaw AB42 5EL",Forecourt Garage,matrix (highlands) ltd,Aberdeenshire,Tobacco Only,Inactive
7008,"Minto,  TD9 8SA",Private Club,Minto Golf Club,Scottish Borders,Tobacco Only,Inactive
7009,"Ladywell Superstore, 16 Thymebank EH54 6HH",Convenience Store,Miran Ltd,West Lothian,Tobacco And Nicotine Vapour Products,Active
7010,"STONEYKIRK ROAD,  DG9 7BU",Forecourt Garage,MIRREY'S SELF SERVE,Dumfries and Galloway,Tobacco Only,Active
7011,"1 A HORSE SHOE ROAD, CHAPELHILL MOUNT KA22 7LU",Convenience Store,MIRZA CONVENIANCE STORES LIMITED,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
7012,"40-42 LINCLUDDEN ROAD,  DG2 0QB",Convenience Store,MIRZA CONVENIANCE STORES LIMITED,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7013,"105 Arbroath Road,  DD4 6HS",Confectionary / Tobacconist / Newsagents,mirza & co,Dundee City,Tobacco Only,Inactive
7014,"The Newsagents, 105 Arbroath Road DD4 6HS",Convenience Store,Mirza & co,Dundee City,Tobacco And Nicotine Vapour Products,Active
7015,"Mirza Stores, 69-71 Sorn Street, Catrine KA5 6LT",Convenience Store,MIRZA CONVENIANCE STORES LIMITED,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
7016,"50, blair av KA1 5BE",Off-Licence,crookerholm mini market,East Ayrshire,Tobacco Only,Active
7017,"51 High Street galashiels,  TD1 1RZ",Other Retail,mister singhs,Scottish Borders,Tobacco Only,Active
7018,"Mistra,  KW17 2PJ",Convenience Store,Mistra Shop,Orkney Islands,Tobacco Only,Active
7019,"unit 9, 25 shillinghill FK10 1JX",Other Retail,Mists of time,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
7020,"Unit 8, The Keiller Shopping Centre, Chapel Street DD1 1DQ",Other Retail,Misty heaven,Dundee City,Tobacco And Nicotine Vapour Products,Inactive
7021,"18-22 Market Place,  AB51 3XN",Convenience Store,Mitchells,Aberdeenshire,Tobacco Only,Inactive
7022,"46 , MAIN STREET KY4 0AE",Confectionary / Tobacconist / Newsagents,mitchells newsagents,Fife,Tobacco And Nicotine Vapour Products,Active
7023,"46 Main Street, Kelty KY4 0AE",Confectionary / Tobacconist / Newsagents,Mitchell's Newsagents,Fife,Tobacco Only,Inactive
7024,"26 Forbes Ave, Cumnock KA18 1HG",Convenience Store,The Firm Of Mitchells Stores,East Ayrshire,Tobacco Only,Active
7025,"Best One, 217 Main Street, Rutherglen G73 2HH",Convenience Store,MJA Securities Limited,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7026,"96 Craigton Road, Govan G51 3RQ",Convenience Store,MK Newsagents,Glasgow City,Tobacco Only,Active
7027,"Smoke Max, 76 High Street ML11 7ES",Other Retail,G81 Distrabutions Ltd,South Lanarkshire,Nicotine Vapour Products Only,Active
7028,"8 Main Street, 8 Main Street ML2 7AF",Other Retail,T S Promotions,North Lanarkshire,Nicotine Vapour Products Only,Active
7029,"26A MUIR STREET,  ML3 6EU",Public House,WEARCARE LTD,South Lanarkshire,Tobacco Only,Active
7030,"3Grougar Road,  KA3 6LD",Off-Licence,mm company ltd,East Ayrshire,Tobacco Only,Active
7031,"M M Newsagents, 212 Boswall Park way  EH5 2LX",Convenience Store,mm news ,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
7032,"212 boswall parkway,  EH5 2LX",Confectionary / Tobacconist / Newsagents,dundas stores,Edinburgh City,Tobacco Only,Inactive
7033,"High Street,  TD6 9PA",Confectionary / Tobacconist / Newsagents,MMIS STORE LIMETED,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
7034,"My Local, 29-33 Hairst Street PA4 8QU",Convenience Store,MMM RETAIL 99 LIMITED,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7035,"My Local, 117 Cedar Drive, East Kilbride G75 9HZ",Convenience Store,MMM RETAIL 99 LIMITED,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7036,"NISA LOCAL, Unit 26A, Springburn Shopping Centre, 230 Springburn Way G21 1TS",Convenience Store,MMM RETAIL 99 LIMITED,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7037,"144 High Street,  DD10 8JB",Specialist Tobacconists,Mo2Vape,Angus,Nicotine Vapour Products Only,Active
7038,"Mobile & Computer Rescue, 88 North High Street EH21 6AS",Mobile Trade,Mobile & Computer Rescue,East Lothian,Nicotine Vapour Products Only,Active
7039,"163 High Street,  KA7 1QT",Other Retail,Mobile Doctor,South Ayrshire,Nicotine Vapour Products Only,Active
7040,"Mobile & Pc Zone, 97 Union Street ML9 1EB",Mobile Trade,mobile and pc zone,South Lanarkshire,Nicotine Vapour Products Only,Active
7041,"unit 38 , rutherglen exchange  G73 2LS",Other Retail,mobile phones 4 u ,South Lanarkshire,Nicotine Vapour Products Only,Active
7042,"5 Caledonia street, Dalmuir G81 4EX",Mobile Trade,Edward Duncan,West Dunbartonshire,Tobacco Only,Active
7043,"65 Peasehill Gait, Rosyth KY11 2BD",Mobile Trade,HALBEATH NEWSAGENTS OFF- LICENCE GROCER,Fife,Tobacco Only,Active
7044,"8 Cannery Road,,  HS1 2SF",Mobile Trade,Stag Bakeries Ltd,Comhairle nan Eilean Siar,Tobacco Only,Active
7045,"8 Cannery Road,  HS1 2SF",Mobile Trade,Stag Bakeries Ltd,Comhairle nan Eilean Siar,Tobacco Only,Active
7046,"46 Greenfield Avenue,  G32 0DT",Mobile Trade,MOBILE VAN,"East Dunbartonshire, Glasgow City, South Lanarkshire",Tobacco Only,Active
7047,"Mobileshaq, 4 Maxwell Place FK8 1JU",Mobile Trade,Mobileshaq,Stirling,Tobacco And Nicotine Vapour Products,Active
7048,"Holme Street, Station Yard DG10 9EP",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
7049,"82, High St TD12 4DH",Confectionary / Tobacconist / Newsagents,T & A McCormack,Scottish Borders,Tobacco Only,Inactive
7050,"82 HIGH STREET,  TD12 4DH",Confectionary / Tobacconist / Newsagents,moffats newsagent ltd,Scottish Borders,Tobacco Only,Inactive
7051,"7-9 Kyle Square, Rutherglen G73 4QG",Convenience Store,Moghul & Partners,South Lanarkshire,Tobacco Only,Inactive
7052,"NO. 211/98, Adam street,royapuram 600 013",Mobile Trade,PEARL IMPEX,Dundee City,Tobacco And Nicotine Vapour Products,Inactive
7053,"Ahmed Bros Newsagent, 267 Bilsland Drive G20 9RE",Confectionary / Tobacconist / Newsagents,Mohammad Ayub,Glasgow City,Tobacco And Nicotine Vapour Products,Active
7054,"31 Godfrey Avenue,  FK6 5BD",Other Retail,Mohammad Ali Licensed Grocers,Falkirk,Tobacco Only,Inactive
7055,"43 rannoch drive, pather ML2 0NP",Other Retail,pather post office,South Lanarkshire,Tobacco Only,Active
7056,"42 High Street, 42 High Street PA1 2DQ",Convenience Store,Mohammed hajjam,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
7057,"142 Cumbernauld Road,  G69 9DX",Confectionary / Tobacconist / Newsagents,MOHAMMED NEWSAGENTS,North Lanarkshire,Tobacco Only,Inactive
7058,"Shahzad stores, 6 Kirkhall Road ML1 5BB",Convenience Store,Mohammed Shahzad,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7059,"80 Montgomery Street,  KA12 8PW",Convenience Store,Mollas General Store,North Ayrshire,Tobacco Only,Active
7060,"29 Cumbernauld Road, Cumbernauld G67 4HN",Public House,Mollinsburn Inn Associates,North Lanarkshire,Tobacco Only,Active
7061,"Milton Of Leys,  IV2 5BD",Convenience Store,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
7062,"75, Princes Street PH2 8LJ",Hotel,Moncrieffe Arms Hotel Ltd,Perth and Kinross,Tobacco Only,Inactive
7063,"13  Shaw St,  G51 3BJ",Convenience Store,moneysaver minimarket,Glasgow City,Tobacco Only,Active
7064,"47 Sikeside Street,  ML5 4PT",Convenience Store,Moneysaver Food Store,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
7065,"2314 Dumbarton Road,  G14 0JS",Convenience Store,Moneysavers,Glasgow City,Tobacco Only,Active
7066,"65 Mortimer Drive, Monifeith DD5 4JF",Convenience Store,The Co-operative Group Food Ltd,Angus,Tobacco And Nicotine Vapour Products,Active
7067,"Monifieth Convenience Store, 35 High Street, Monifieth DD5 4AA",Off-Licence,Monifieth Convenience Store,Angus,Tobacco And Nicotine Vapour Products,Active
7068,"33 high street, monifieth DD5 4AA",Confectionary / Tobacconist / Newsagents,monifieth post office,Angus,Tobacco Only,Active
7069,"Monifieth Shopping Centre, 7 Reform Street DD5 4BA",Supermarket and Other Retail Outlets,The Original Factory Shop,Angus,Tobacco And Nicotine Vapour Products,Active
7070,"Panmure Road, Monikie DD5 3QA",Convenience Store,Monikie Shop 2014 Limited,Angus,Tobacco Only,Active
7071,"191 Main Street,  ML5 3HH",Convenience Store,Monklands Convenience Store,North Lanarkshire,Tobacco Only,Active
7072,"58 Eskview Terrace, eskview terrace EH21 6LX",Convenience Store,monktonhall news agency,East Lothian,Tobacco And Nicotine Vapour Products,Active
7073,"58 eskview terrace,  EH21 6LX",Confectionary / Tobacconist / Newsagents,J.S.General Stores,East Lothian,Tobacco Only,Inactive
7074,"3 The Square,  DG8 9SE",Hotel,Monreith Arms Hotel,Dumfries and Galloway,Tobacco Only,Active
7075,"115A Corstorphine Road,  EH12 5PZ",Other Catering,Monte Bianco,Edinburgh City,Tobacco Only,Inactive
7076,"51 mcphail drive, new farm loch KA3 7ET",Other Catering,monte casino cafe,East Ayrshire,Tobacco Only,Active
7077,"Unit 6 Tazcalagan Court, Barn park Drive FK13 6AG",Mobile Trade,Monteith Ices,Clackmannanshire,Tobacco Only,Active
7078,"61 THE HIGH STREET, ROYAL MILE EH1 1SR",Public House,The Westroom Limited,Edinburgh City,Tobacco Only,Active
7079,"Units 3 and 4 Talzacalagan Court, Barn Park Industrial Estate FK13 6BP",Mobile Trade,Monteith's Dairy Ices,Clackmannanshire,Tobacco Only,Inactive
7080,"Units 3 and 4 Talzacalagan Court, Barn Park Industrial Estate FK13 6BP",Mobile Trade,Monteith's Dairy Ices,Clackmannanshire,Tobacco Only,Inactive
7081,"Units 3 and 4 Talzacalagan Court, Barn Park Industrial Estate FK13 6BP",Mobile Trade,Monteith's Dairy Ices,Clackmannanshire,Tobacco Only,Inactive
7082,"Units 3 and 4 Talzacalagan Court, Barn Park Industrial Estate FK13 6BP",Mobile Trade,Monteith's Dairy Ices,Clackmannanshire,Tobacco Only,Inactive
7083,"Units 3 and 4 Talzacalagan Court, Barn Park Industrial Estate FK13 6BP",Mobile Trade,Monteith's Dairy Ices,Clackmannanshire,Tobacco Only,Inactive
7084,"Units 3 and 4 Talzacalagan Court, Barn Park Industrial Estate FK13 6BP",Mobile Trade,Monteith's Dairy Ices,Clackmannanshire,Tobacco Only,Inactive
7085,"Units 3 and 4 Talzacalagan Court, Barn Park Industrial Estate FK13 6BP",Mobile Trade,Monteith's Dairy Ices,Clackmannanshire,Tobacco Only,Inactive
7086,"Units 3 and 4 Talzacalagan Court, Barn Park Industrial Estate FK13 6BP",Mobile Trade,Monteith's Dairy Ices,Clackmannanshire,Tobacco Only,Inactive
7087,"Units 3 and 4 Talzacalagan Court, Barn Park Industrial Estate FK13 6BP",Mobile Trade,Monteith's Dairy Ices,Clackmannanshire,Tobacco Only,Inactive
7088,"1 MONTGOMERY STREET, THE VILLAGE G74 4JS",Public House,MONTGOMERIE ARMS LTD,South Lanarkshire,Tobacco Only,Active
7089,"159-161 Bruntsfield Place,  EH10 4DG",Public House,Montpeliers Edinburgh Ltd,Edinburgh City,Tobacco Only,Active
7090,"East Links,  DD10 8SW",Sports Club,Montrose Mercantile Golf Club,Angus,Tobacco Only,Active
7091,"102 high st,  DD10 8JE",Off-Licence,montrose partytime,Angus,Tobacco Only,Active
